Rank,ReleaseYear,year,Movie_first,Movie_second,DomesticGross,WorldwideGross,movieId
3123,1998-04-03,1998,Barney's Great Adventure,NA,11156471,11156471,tt0120598
3124,1989-03-01,1989,New York Stories,NA,10763469,10763469,tt0097965
3125,1998-11-25,1998,Home Fries,NA,10513979,10513979,tt0119304
3126,2000-03-24,2000,Here on Earth,NA,10494147,10845127,tt0195778
3127,2004-10-08,2004,Raise Your Voice,NA,10411980,14811980,tt0361696
3128,1985-12-18,1985,Brazil,NA,9929135,9932146,tt0088846
3129,1993-04-23,1993,The Dark Half,NA,9579068,9579068,tt0106664
3130,2007-03-02,2007,Black Snake Moan,NA,9396870,10951153,"NA"
3131,2003-02-21,2003,Dark Blue,NA,9237470,12262065,"NA"
3132,2007-06-22,2007,A Mighty Heart,NA,9176787,19153568,tt0829459
3133,1983-09-30,1983,Brainstorm,NA,8921050,8921050,tt0085271
3134,2016-09-23,2016,Queen of Katwe,NA,8874389,10055481,tt4341582
3135,2000-03-24,2000,Whatever it Takes,NA,8735529,8735529,tt0202402
3136,2003-03-21,2003,Boat Trip,NA,8586376,14933713,"NA"
3137,2002-05-22,2002,The Importance of Being Earnest,NA,8378141,8378141,tt0278500
3138,1999-05-21,1999,The Love Letter,NA,8322608,9010980,tt0166252
3139,2006-05-05,2006,Hoot,NA,8117637,8224998,tt0453494
3140,2008-02-08,2008,In Bruges,NA,7800825,34533783,tt0780536
3141,2013-01-04,2013,Promised Land,NA,7597898,12394562,tt3578170
3142,2001-10-08,2001,Mulholland Drive,NA,7219578,20785973,tt0166924
3143,2018-06-07,2018,Hotel Artemis,NA,6708137,13316627,tt5834262
3144,2008-08-20,2008,The Rocker,NA,6409528,8767338,tt1031969
3145,2009-08-21,2009,Post Grad,NA,6382178,6563402,tt1142433
3146,2009-06-19,2009,Whatever Works,NA,5306706,35106706,tt1178663
3147,2000-07-19,2000,The In Crowd,NA,5217498,5217498,tt0163676
3148,2005-12-14,2005,Los tres entierros de Melquiades Estrada,NA,5027684,13454474,"NA"
3149,1999-09-24,1999,Jakob the Liar,NA,4956401,4956401,tt0120716
3150,2007-09-28,2007,Se jie,NA,4604982,65167430,"NA"
3151,2005-10-21,2005,"Kiss Kiss, Bang Bang",NA,4235837,16829464,tt0373469
3152,1999-04-30,1999,Idle Hands,NA,4023741,4023741,tt0138510
3153,2015-10-29,2015,Scouts Guide to the Zombie Apocalypse,NA,3703046,15554855,tt1727776
3154,2007-01-26,2007,Blood and Chocolate,NA,3526588,6551310,tt0397044
3155,2010-09-22,2010,You Will Meet a Tall Dark Stranger,NA,3247816,34247816,tt1182350
3156,2015-10-23,2015,Rock the Kasbah,NA,3020665,3386153,tt3164256
3157,2010-09-15,2010,Never Let Me Go,NA,2434652,11173718,tt1334260
3158,2016-09-09,2016,The Disappointments Room,NA,2423467,3503761,tt2364897
3159,2003-12-25,2003,The Company,NA,2281585,3396508,tt0335013
3160,2008-07-18,2008,Transsiberian,NA,2203641,6379575,tt0800241
3161,1999-10-22,1999,Crazy in Alabama,NA,1954202,1954202,tt0142201
3162,1986-01-17,1986,The Clan of the Cave Bear,NA,1953732,1953732,tt0090848
3163,2017-02-03,2017,The Comedian,NA,1658706,1658706,"NA"
3164,2008-03-14,2008,Funny Games,NA,1294640,8200127,"NA"
3165,2006-06-02,2006,Banlieue 13,NA,1200216,11599903,"NA"
3166,1999-11-12,1999,Felicia's Journey,NA,824295,1970268,tt0165773
3167,2002-01-25,2002,Metropolis,NA,673414,1405032,tt0295526
3168,2015-08-27,2015,C??k?? Ni?? Yinni??ng,NA,632542,11279884,"NA"
3169,1995-12-01,1995,Things to Do in Denver when You're Dead,NA,529766,529766,tt0114660
3170,2013-04-26,2013,The Reluctant Fundamentalist,NA,528731,528731,"NA"
3171,2004-02-06,2004,The Return,NA,501752,5953886,tt0362084
3172,2003-07-25,2003,Buffalo Soldiers,NA,353743,353743,"NA"
3173,2003-04-25,2003,Steal (Canadian Release),NA,220944,220944,"NA"
3174,2010-08-27,2010,Centurion,NA,123570,7885048,tt1020558
3175,2009-10-23,2009,Ong-Bak 2,NA,102458,7583050,"NA"
3176,1996-10-12,1996,Silent Trigger,NA,76382,76382,tt0117653
3177,2008-08-01,2008,Midnight Meat Train,NA,73548,1590246,tt0805570
3178,2013-09-06,2013,Winnie Mandela,NA,61847,61847,"NA"
3179,2011-11-04,2011,The Son of No One,NA,30680,1148578,tt1535612
3180,2002-10-25,2002,All the Queen's Men,NA,22723,22723,"NA"
3181,2007-10-05,2007,The Good Night,NA,22441,22441,tt0484111
3182,2013-10-11,2013,Khumba,NA,0,20898221,tt1487931
3183,2012-05-04,2012,A Few Best Men,NA,0,17224539,"NA"
3184,2014-10-10,2014,Aut??mata,NA,0,6775458,"NA"
3185,2015-12-03,2015,Chiamatemi Francesco - Il papa della gente,NA,0,3925769,tt3856124
3187,2010-02-05,2010,San suk si gin,NA,0,2013340,"NA"
3188,2005-10-06,2005,Dungeons & Dragons 2,The Elemental Might,0,909822,tt0406728
3189,2017-02-17,2017,In Dubious Battle,NA,0,214182,"NA"
3190,2015-04-10,2015,Broken Horses,NA,0,3471,tt2503954
3191,2001-06-29,2001,Pandaemonium,NA,0,0,"NA"
3192,1993-02-12,1993,Groundhog Day,NA,70906973,70906973,tt0107048
3193,2015-07-01,2015,Magic Mike XXL,NA,66013057,123660597,tt2268016
3194,1996-11-01,1996,Romeo+Juliet,NA,46338728,147542381,tt0117509
3195,2011-07-22,2011,Elle s'appelait Sarah,NA,7691700,25480031,"NA"
3196,2014-08-22,2014,Freedom,NA,0,872757,tt2584018
3197,1992-08-07,1992,Unforgiven,NA,101157447,159157447,tt0105695
3198,2006-01-27,2006,Manderlay,NA,74205,543306,"NA"
3199,1990-03-23,1990,Pretty Woman,NA,178406268,432645872,tt0100405
3200,1987-09-18,1987,Fatal Attraction,NA,156645693,320100000,tt0093010
3201,2008-11-12,2008,Slumdog Millionaire,NA,141330703,384530440,tt1010048
3202,1974-12-17,1974,Towering Inferno,NA,116000000,139700000,tt0072308
3203,1988-05-25,1988,Crocodile Dundee 2,NA,109306210,239606210,"NA"
3204,1989-12-20,1989,Born on the Fourth of July,NA,70001698,70001698,tt0096969
3205,1993-10-01,1993,Cool Runnings,NA,68856263,155056263,tt0106611
3206,2007-01-12,2007,Stomp the Yard,NA,61356221,75525718,tt0775539
3207,2009-01-16,2009,My Bloody Valentine,NA,51545952,102836002,tt1179891
3208,2012-08-31,2012,The Possession,NA,49130588,82925064,tt0431021
3209,1982-10-22,1982,First Blood,NA,47212904,125212904,tt0083944
3210,1977-07-13,1977,The Spy Who Loved Me,NA,46800000,185400000,tt0076752
3211,1998-09-25,1998,Urban Legend,NA,38116707,72571864,tt0146336
3212,1981-12-09,1981,Taps,NA,35856053,35856053,tt0083169
3213,2012-02-24,2012,Tyler Perry's Good Deeds,NA,35025791,35579177,tt2736560
3214,1991-01-18,1991,White Fang,NA,34729091,34729091,tt0103247
3215,1988-12-21,1988,Dangerous Liaisons,NA,34700000,34700000,tt0094947
3216,1999-10-08,1999,Superstar,NA,30628981,30628981,tt0167427
3217,2012-01-13,2012,The Iron Lady,NA,29959436,115592104,tt2609790
3218,1993-07-23,1993,Poetic Justice,NA,27450453,27450453,tt0107840
3219,2002-10-04,2002,Jonah,A VeggieTales Movie,25571351,25608779,tt0298388
3220,2002-03-08,2002,All About the Benjamins,NA,25482931,25873145,tt0278295
3221,1977-06-17,1977,Exorcist II,The Heretic,25011000,25011000,tt0076009
3222,2010-03-12,2010,Our Family Wedding,NA,20255281,21410546,tt1305583
3223,1995-10-27,1995,Vampire in Brooklyn,NA,19637147,19637147,tt0114825
3224,2006-05-05,2006,An American Haunting,NA,16298046,30443277,"NA"
3225,2003-08-22,2003,My Boss's Daughter,NA,15549702,15549702,tt0270980
3226,2009-08-07,2009,A Perfect Getaway,NA,15515460,22815460,tt0971209
3227,1996-10-25,1996,Thinner,NA,15171475,15171475,tt0117894
3228,1998-08-21,1998,Dead Man on Campus,NA,15064948,15064948,tt0118301
3229,1999-05-14,1999,Tea with Mussolini,NA,14395874,14395874,tt0120857
3230,1977-06-22,1977,"New York, New York",NA,13800000,13800000,tt0076451
3231,2002-04-26,2002,Jason X,NA,13121555,16951798,tt0325136
3232,1994-05-13,1994,Crooklyn,NA,13024170,13024170,tt0109504
3233,2007-03-16,2007,I Think I Love My Wife,NA,12559771,13205411,tt0770772
3234,2015-02-20,2015,Hot Tub Time Machine 2,NA,12314651,12826644,tt2637294
3235,2006-11-17,2006,Bobby,NA,11242801,20597806,tt0308055
3236,2001-02-02,2001,Head Over Heels,NA,10397365,10397365,tt0192111
3237,2012-10-26,2012,Fun Size,NA,9409538,11166615,tt1663143
3238,1999-04-23,1999,Lost and Found,NA,6552255,6552255,"NA"
3239,2007-11-30,2007,Le Scaphandre et le Papillon,NA,5990075,22754472,"NA"
3240,2006-10-06,2006,Little Children,NA,5463019,14121177,tt0404203
3241,2000-04-21,2000,Gossip,NA,5108820,12591270,tt0176783
3242,1999-03-26,1999,A Walk on the Moon,NA,4741987,4741987,tt0120613
3243,2014-12-26,2014,Suffragette,NA,4702420,34044909,"NA"
3244,2006-10-27,2006,Catch a Fire,NA,4299773,5782198,tt0437232
3245,2014-11-06,2014,Mr. Turner,NA,3958546,25187026,tt2473794
3246,2001-09-07,2001,Soul Survivors,NA,3100650,4288246,tt0218619
3247,2009-05-22,2009,Easy Virtue,NA,2656784,20537741,"NA"
3248,1995-03-31,1995,Jefferson in Paris,NA,2461628,2461628,tt0113463
3249,2010-08-06,2010,Flipped,NA,1755212,4289993,tt0817177
3251,2010-06-25,2010,Les herbes folles,NA,403952,1903952,"NA"
3252,2003-01-24,2003,Amen,NA,274299,274299,tt0362582
3253,2008-09-26,2008,The Lucky Ones,NA,266967,266967,tt0981072
3254,2011-09-30,2011,Margaret,NA,47185,623292,tt0466893
3255,2012-08-03,2012,Reign of Assassins,NA,0,11354230,"NA"
3256,2009-10-27,2009,Stan Helsing,A Parody,0,1553556,tt1185266
3257,2005-12-09,2005,Brokeback Mountain,NA,83043761,176980863,tt0388795
3258,1995-07-01,1995,Clueless,NA,56598476,56598476,tt0112697
3260,1990-03-30,1990,Teenage Mutant Ninja Turtles,NA,135265915,202000000,tt0100758
3261,1956-10-05,1956,The Ten Commandments,NA,85400591,85434516,tt0049833
3262,2002-11-08,2002,Far From Heaven,NA,15901849,29027914,tt0297884
3263,2012-10-12,2012,Seven Psychopaths,NA,15024049,33035736,tt1931533
3264,2000-11-22,2000,Quills,NA,7060876,11732088,tt0180073
3265,1982-01-29,1982,The Border,NA,6118683,6118683,tt0083678
3266,2005-02-18,2005,Der Untergang,NA,5501940,93631744,tt1096959
3267,2001-03-02,2001,The Caveman's Valentine,NA,687081,892506,tt0182000
3268,2011-04-01,2011,The Last Godfather,NA,164247,164247,"NA"
3269,2014-03-14,2014,Under the Skin,NA,2614251,7229933,"NA"
3270,2004-12-17,2004,Mar adentro,NA,2086345,39686345,tt0427498
3271,2014-09-12,2014,No Good Deed,NA,52543632,54323210,tt2011159
3272,1987-12-23,1987,Good Morning Vietnam,NA,123922370,123922370,tt0093105
3273,2010-12-03,2010,Black Swan,NA,106954678,331266710,tt0947798
3274,2001-01-12,2001,Save the Last Dance,NA,91038276,122244329,tt0206275
3275,2011-02-11,2011,Justin Bieber,Never Say Never,73013910,99034125,tt1702443
3276,2018-07-04,2018,The First Purge,NA,69488745,137054597,tt6133466
3277,2016-03-16,2016,Miracles from Heaven,NA,61705123,73798736,tt4257926
3278,2000-02-11,2000,Snow Day,NA,60008303,62452927,tt0184907
3279,2004-01-23,2004,The Butterfly Effect,NA,57924679,95638592,tt0289879
3280,1974-12-11,1974,The Godfather,Part II,57300000,57300000,tt0071562
3281,2016-06-23,2016,The Shallows,NA,55121623,118763442,tt4052882
3282,1987-07-17,1987,RoboCop,NA,53424681,53424681,tt0093870
3283,1988-08-19,1988,A Nightmare on Elm Street 4,The Dream Master,49369899,49369899,tt0095742
3284,2007-11-21,2007,This Christmas,NA,49121934,49733545,tt0937375
3285,2014-02-14,2014,About Last Night,NA,48637684,50445860,tt1826590
3286,2000-12-15,2000,"Dude, Where's My Car?",NA,46729374,73180297,tt0242423
3287,1988-08-12,1988,Young Guns,NA,44726644,44726644,tt0096487
3288,2014-10-10,2014,St. Vincent,NA,44137712,54837234,tt2170593
3289,2014-07-02,2014,Earth to Echo,NA,38934842,42174545,tt2183034
3290,1999-03-31,1999,10 Things I Hate About You,NA,38177966,60413950,tt0147800
3291,2002-05-10,2002,The New Guy,NA,28972187,28972187,tt0241760
3292,1993-02-05,1993,Loaded Weapon 1,NA,27979399,27979399,tt0107659
3293,1999-03-12,1999,Baby Geniuses,NA,27151490,27151490,tt0118665
3294,1998-04-24,1998,The Big Hit,NA,27066941,27066941,tt0120609
3295,1990-11-09,1990,Child's Play 2,NA,26904572,34166572,tt0099253
3296,1996-07-10,1996,Harriet the Spy,NA,26570048,26570048,tt0116493
3297,2013-03-01,2013,21 and Over,NA,25682380,42195766,"NA"
3298,2007-11-21,2007,The Mist,NA,25593755,57189408,tt0884328
3299,2015-01-21,2015,Ex Machina,NA,25440971,38358392,tt5262674
3300,1999-10-29,1999,Being John Malkovich,NA,22858926,32382381,tt0120601
3301,2001-09-07,2001,Two Can Play That Game,NA,22235901,22391450,tt0269341
3302,2016-03-11,2016,Eye in the Sky,NA,18704596,35402802,tt5916886
3303,2013-03-22,2013,Admission,NA,18007317,18733666,tt1814621
3304,2012-09-20,2012,The Perks of Being a Wallflower,NA,17742948,33069303,tt1659337
3305,2001-06-29,2001,crazy/beautiful,NA,16929123,19929123,tt0250224
3306,1998-08-28,1998,54,NA,16757163,16757163,tt0120577
3307,2015-10-16,2015,Room,NA,14677674,36262783,tt3170832
3308,2015-10-16,2015,Woodlawn,NA,14394097,14403703,tt4183692
3309,2006-12-20,2006,Letters from Iwo Jima,NA,13756082,67867998,tt0498380
3310,2009-05-29,2009,M??n som hatar kvinnor,NA,12749992,109421911,"NA"
3311,2007-02-23,2007,The Astronaut Farmer,NA,11003643,11141213,"NA"
3312,1998-06-12,1998,Dirty Work,NA,10020081,10020081,tt0120654
3313,2015-07-16,2015,Bajrangi Bhaijaan,NA,8178001,121778347,tt3863552
3314,1998-05-08,1998,Woo,NA,8064972,8064972,tt0120531
3315,2016-02-04,2016,Robinson Crusoe,NA,8005586,42446455,"NA"
3316,1994-04-13,1994,Serial Mom,NA,7881335,7881335,tt0111127
3317,1999-08-04,1999,Dick,NA,6276869,6276869,tt0144168
3318,1999-11-10,1999,Light It Up,NA,5871603,5871603,tt0172726
3319,2001-08-24,2001,Bubble Boy,NA,5002310,5002310,tt0258470
3320,2002-02-01,2002,Birthday Girl,NA,4919896,8130727,tt0346621
3321,2007-02-01,2007,"Paris, je t'aime",NA,4857374,5175088,"NA"
3322,2018-12-07,2018,Ben is Back,NA,3703182,9633387,tt7545524
3323,2007-08-24,2007,Resurrecting the Champ,NA,3172382,3260555,tt0416185
3324,2010-03-26,2010,Chloe,NA,3075255,11831131,tt2023432
3325,2001-03-02,2001,The Widow of St. Pierre,NA,3058380,3058380,"NA"
3326,2015-05-22,2015,Youth,NA,2703296,24001573,tt3312830
3327,1996-04-05,1996,Faithful,NA,2104439,2104439,tt0116269
3328,2010-02-26,2010,Un Proph??te,NA,2087720,19910624,"NA"
3329,2010-12-03,2010,"I Love You, Phillip Morris",NA,2037459,23014027,"NA"
3330,2015-07-23,2015,The Vatican Tapes,NA,1784763,14929184,tt1524575
3331,2006-03-17,2006,Find Me Guilty,NA,1173673,2898225,tt0419749
3332,1993-05-14,1993,Excessive Force,NA,1152117,1152117,tt0104215
3333,2006-10-13,2006,Infamous,NA,1151330,2613717,tt0420609
3334,2011-07-29,2011,Attack the Block,NA,1024175,6459183,tt1478964
3335,2015-08-13,2015,Brothers,NA,656688,17856688,tt3802576
3336,2000-12-29,2000,The Claim,NA,622023,1375635,tt0218378
3337,2018-04-12,2018,The Happy Prince,NA,464495,2394619,tt2404639
3338,2011-12-23,2011,In The Land of Blood and Honey,NA,303877,509193,tt1714209
3339,2010-06-18,2010,The Killer Inside Me,NA,217277,3617277,tt0954947
3340,2012-03-30,2012,Womb,NA,0,0,tt2389374
3342,2013-03-14,2013,The Call,NA,51872378,69821476,tt1911644
3343,2016-07-20,2016,Operation Chromite,NA,1022720,49196532,tt4939066
3344,2014-09-12,2014,The Drop,NA,10724389,19054534,tt1600196
3345,2002-07-12,2002,The Crocodile Hunter,Collision Course,28436931,33436931,tt0305396
3346,2010-09-03,2010,Machete,NA,26593646,46370970,tt0985694
3347,2002-12-19,2002,Antwone Fisher,NA,21078145,23367586,tt0168786
3348,1982-02-12,1982,La Guerre du feu,NA,20959585,20959585,"NA"
3349,2002-11-22,2002,The Emperor's Club,NA,14060950,16193713,tt0283530
3350,1993-09-10,1993,True Romance,NA,12281000,12309980,tt0108399
3351,2009-09-11,2009,Sorority Row,NA,11965282,26735797,tt1232783
3352,1992-09-30,1992,Glengarry Glen Ross,NA,10725228,10725228,tt0104348
3353,2008-11-07,2008,The Boy in the Striped Pyjamas,NA,9046156,44083403,"NA"
3354,1982-04-02,1982,Cat People,NA,7000000,21000000,tt0083722
3355,1979-05-25,1979,The Prisoner of Zenda,NA,7000000,7000000,tt0079753
3356,2010-10-15,2010,Conviction,NA,6797696,11826980,tt1244754
3357,2007-10-12,2007,Lars and the Real Girl,NA,5956480,11277119,tt0805564
3358,2010-05-21,2010,Solitary Man,NA,4360548,4360548,tt1723611
3359,2000-09-22,2000,Dancer in the Dark,NA,4157491,45557491,tt0168629
3360,2010-12-17,2010,Casino Jack,NA,2039869,2272186,tt1194417
3361,1997-12-31,1997,Oscar and Lucinda,NA,1612957,1612957,tt0119843
3362,1996-11-01,1996,The Funeral,NA,1212799,1412799,tt0116378
3363,2004-09-03,2004,Tae Guik Gi,The Brotherhood of War,1110186,69826708,"NA"
3364,2010-04-16,2010,The Perfect Game,NA,1089445,3931367,"NA"
3365,2012-10-05,2012,The Paperboy,NA,677200,4027663,tt1496422
3366,2012-12-12,2012,Ernest et Celestine,NA,292562,9376444,"NA"
3367,2012-02-09,2012,A Little Bit of Heaven,NA,10011,1100287,"NA"
3368,2014-11-28,2014,Mortadelo y Filem??n contra Jimmy el Cachondo,NA,0,3350943,"NA"
3369,1988-11-18,1988,The Land Before Time,NA,48092846,81972846,tt0095489
3370,1975-06-20,1975,Jaws,NA,260000000,470700000,tt0073195
3371,1973-12-26,1973,The Exorcist,NA,230347346,428214478,tt0070047
3372,2014-06-04,2014,The Fault in Our Stars,NA,124872350,307166834,tt2582846
3373,1999-07-09,1999,American Pie,NA,101800948,234723148,tt0163651
3374,2012-04-20,2012,Think Like a Man,NA,91547205,113373764,tt1621045
3375,2014-04-16,2014,Heaven is for Real,NA,91386097,100916299,tt1929263
3376,1986-12-12,1986,The Golden Child,NA,79817937,79817937,tt0091129
3377,1982-06-04,1982,Star Trek II,The Wrath of Khan,78912963,95800000,tt0084726
3378,2002-09-13,2002,Barbershop,NA,75781642,77063461,tt0303714
3379,1983-06-03,1983,WarGames,NA,74433837,74433837,tt0086567
3380,1994-02-04,1994,Ace Ventura,Pet Detective,72217396,107217396,tt0109040
3381,2012-02-24,2012,Act of Valor,NA,70012847,82497035,tt1591479
3382,1985-02-08,1985,Witness,NA,65532576,65532576,tt0090329
3383,2006-08-11,2006,Step Up,NA,65328121,110989157,tt0462590
3384,2012-02-02,2012,Chronicle,NA,64575175,123681790,tt1706593
3385,1996-12-20,1996,Beavis and Butt-Head Do America,NA,63118386,63118386,tt0115641
3386,1970-01-01,1970,Patton,NA,62500000,62500000,tt0066206
3387,2012-03-02,2012,Project X,NA,54731865,103028188,tt1636826
3388,2017-11-10,2017,"Three Billboards Outside Ebbing, Missouri",NA,54513740,160191915,tt5027774
3389,2016-11-25,2016,Lion,NA,51739495,149570720,tt3741834
3390,2018-05-04,2018,Overboard,NA,50316123,85369830,tt1563742
3391,1997-12-25,1997,Jackie Brown,NA,39673162,74727492,tt0119396
3392,1983-11-18,1983,Yentl,NA,39012241,39012241,tt0086619
3393,2008-04-25,2008,Harold & Kumar Escape from Guantanamo Bay,NA,38108728,43353117,tt1041753
3394,2013-11-01,2013,Philomena,NA,37709979,98963392,tt2431286
3395,1981-11-06,1981,Time Bandits,NA,37400000,37400000,tt0081633
3396,2002-02-15,2002,Crossroads,NA,37188667,57000000,tt0275022
3397,2015-07-09,2015,Paper Towns,NA,32000304,85450484,tt3622592
3398,2008-10-10,2008,Quarantine,NA,31691811,41924774,tt1082868
3399,2002-08-21,2002,One Hour Photo,NA,31597131,52223306,tt0265459
3400,2008-02-01,2008,The Eye,NA,31418697,57577765,tt0406759
3401,2004-04-07,2004,Johnson Family Vacation,NA,31203964,31286759,tt0359517
3402,2001-12-21,2001,How High,NA,31155435,31222395,tt0278488
3403,1960-10-07,1960,Spartacus,NA,30000000,60000000,tt0054331
3404,2006-09-01,2006,Crank,NA,27838408,43924923,tt0479884
3405,1992-12-11,1992,The Muppet Christmas Carol,NA,27281507,27492918,tt0104940
3406,2016-08-12,2016,Hell or High Water,NA,27007844,37584304,tt2582782
3407,2002-10-25,2002,Frida,NA,25885000,56131239,tt0120679
3408,2012-07-05,2012,Katy Perry,Part of Me,25326071,32700439,tt2215719
3409,2014-12-12,2014,Top Five,NA,25317379,26001741,tt2784678
3410,1998-09-11,1998,Rounders,NA,22921898,22921898,tt0128442
3411,1967-04-28,1967,Casino Royale,NA,22744718,41744718,tt0061452
3412,1979-06-15,1979,Prophecy,NA,22673340,22673340,tt0079758
3413,2015-01-30,2015,Project Almanac,NA,22348241,32909437,tt2436386
3414,2010-05-14,2010,Just Wright,NA,21540363,21867665,tt1407061
3415,1999-09-10,1999,Stir of Echoes,NA,21133087,21133087,tt0164181
3416,1995-01-13,1995,Tales from the Crypt,Demon Knight,21089146,21089146,tt0114608
3418,2005-03-11,2005,The Upside of Anger,NA,18761993,28915761,tt0365885
3419,2006-03-03,2006,Aquamarine,NA,18597342,22978953,tt0429591
3420,2013-11-15,2013,Nebraska,NA,17654912,24761360,tt1821549
3421,2004-01-09,2004,My Baby's Daddy,NA,17321573,17322212,tt0332712
3422,2001-10-05,2001,Max Keeble's Big Move,NA,17292381,17292381,tt0273799
3423,2011-12-09,2011,Young Adult,NA,16311571,22750356,tt1625346
3424,2013-09-04,2013,About Time,NA,15323921,89309178,tt2194499
3425,2018-12-14,2018,If Beale Street Could Talk,NA,14915773,19859167,tt7125860
3426,2017-07-14,2017,Wish Upon,NA,14301505,23477345,tt5322012
3427,1997-08-06,1997,Def Jam's How To Be a Player,NA,14010363,14010363,"NA"
3428,1998-10-30,1998,Living Out Loud,NA,12905901,12905901,tt0120722
3429,2008-10-03,2008,Rachel Getting Married,NA,12796861,17475475,tt1084950
3430,1981-03-20,1981,The Postman Always Rings Twice,NA,12200000,44200000,tt0082934
3431,2003-12-12,2003,Girl with a Pearl Earring,NA,11634362,43274797,tt0335119
3432,1982-02-10,1982,Das Boot,NA,11487676,84970337,"NA"
3433,2016-02-26,2016,Unforgettable,NA,11368012,16221211,tt5615904
3434,2004-12-03,2004,House of Flying Daggers,NA,11050094,92863945,tt0385004
3435,2002-03-22,2002,Sorority Boys,NA,10198766,12516222,tt0279781
3436,2017-10-13,2017,Marshall,NA,10051659,10116816,tt5301662
3437,2008-12-05,2008,Cadillac Records,NA,8195551,8942516,tt1042877
3438,2012-09-14,2012,Arbitrage,NA,7919574,35830713,tt1764183
3439,1960-10-24,1960,The Alamo,NA,7900000,7900000,tt0053580
3440,2000-05-12,2000,Screwed,NA,6982680,6982680,tt0156323
3441,2006-10-20,2006,Running With Scissors,NA,6860000,8706701,tt0439289
3442,1993-09-03,1993,Fortress,NA,6730578,46730578,"NA"
3443,2012-04-20,2012,For Greater Glory,The True Story of Cristiada,5669081,10026255,tt1566501
3444,2006-11-17,2006,For Your Consideration,NA,5549923,5549923,tt0470765
3445,1998-11-20,1998,Celebrity,NA,5078660,6200000,tt0120533
3446,2003-06-20,2003,From Justin to Kelly,NA,4922166,4922166,tt0339034
3447,1986-06-06,1986,Invaders from Mars,NA,4884663,4984663,tt0091276
3448,1996-03-22,1996,Girl 6,NA,4880941,4880941,tt0116414
3449,2003-10-22,2003,In the Cut,NA,4717455,23693646,tt0199626
3450,2008-02-22,2008,Charlie Bartlett,NA,3950294,5295909,tt1404600
3451,2009-02-13,2009,Two Lovers,NA,3149034,16349034,tt1427984
3452,2013-11-15,2013,La grande bellezza,NA,2883879,29549145,"NA"
3453,2002-02-15,2002,Last Orders,NA,2326407,2326407,"NA"
3454,2007-03-09,2007,Gwoemul,NA,2201923,92618117,"NA"
3455,1981-11-13,1981,The Pursuit of D.B. Cooper,NA,2104164,2104164,tt0082958
3456,1999-03-19,1999,Ravenous,NA,2062406,2062406,tt0129332
3457,2002-06-14,2002,The Dangerous Lives of Altar Boys,NA,1779284,1779284,tt0238924
3458,2013-02-28,2013,Stoker,NA,1703125,12034913,tt1682180
3459,2008-03-07,2008,Married Life,NA,1506998,2975188,"NA"
3460,2005-08-05,2005,2046,NA,1442338,19287485,"NA"
3461,2011-03-11,2011,Kill the Irishman,NA,1188194,1188194,tt1416801
3462,2005-09-30,2005,Duma,NA,870067,994790,tt0361715
3463,2012-04-20,2012,Darling Companion,NA,793352,1200346,tt1730687
3464,2010-06-04,2010,Ondine,NA,550472,557545,"NA"
3465,2001-07-20,2001,Brother,NA,450594,450594,tt0279831
3466,2002-10-04,2002,Welcome to Collinwood,NA,378650,4606284,tt0271259
3467,2015-08-07,2015,Kahlil Gibran's The Prophet,NA,340536,1080362,"NA"
3468,2008-04-18,2008,Life Before Her Eyes,NA,303439,7203439,"NA"
3469,1997-10-31,1997,Critical Care,NA,220175,220175,tt0118901
3470,2007-09-28,2007,Trade,NA,214202,1513388,tt0399095
3471,2006-01-06,2006,Fateless,NA,196857,196857,"NA"
3472,2010-09-03,2010,San qiang pai an jing qi,NA,190946,310946,"NA"
3473,1999-09-17,1999,Breakfast of Champions,NA,178287,178287,tt0120618
3474,2001-03-09,2001,Company Man,NA,146028,622273,"NA"
3475,2009-11-07,2009,Nanjing! Nanjing!,NA,122558,20122558,"NA"
3476,2015-02-21,2015,Trash,NA,17484,6553186,tt4982758
3477,2011-08-19,2011,5 Days of War,NA,17479,87793,tt1486193
3478,2015-11-11,2015,10 Days in a Madhouse,NA,14616,14616,tt3453052
3479,2009-04-07,2009,1612,NA,0,5400624,"NA"
3480,2015-09-04,2015,San cheng ji,NA,0,1950194,"NA"
3481,2012-04-19,2012,Tu Xia Chuan Qi,NA,0,1828400,"NA"
3482,2010-02-10,2010,Triangle,NA,0,1594955,tt1734171
3483,2013-10-19,2013,Supesu Batorushippu Yamato,NA,0,0,"NA"
3484,2014-10-03,2014,Drive Hard,NA,0,0,tt2968804
3485,2015-10-30,2015,Dancin' It's On,NA,0,0,tt2598580
3486,2009-06-05,2009,Home,NA,0,0,tt1014762
3487,2015-10-30,2015,The Dressmaker,NA,2022115,24041617,tt2910904
3488,1999-12-10,1999,Diamonds,NA,81897,81897,tt0167423
3489,1998-03-20,1998,Madadayo,NA,48856,48856,"NA"
3490,2015-11-20,2015,Carol,NA,12711491,42843521,tt2402927
3491,2019-05-30,2019,Gisaengchung,NA,0,86671564,"NA"
3492,1989-04-21,1989,Pet Sematary,NA,57469179,57469179,tt0098084
3493,2016-01-21,2016,Dirty Grandpa,NA,35593113,105078449,tt1860213
3494,2009-11-27,2009,The Cry of the Owl,NA,0,0,tt1034302
3495,2009-10-09,2009,St. Trinian?€?s,NA,15000,29830239,"NA"
